field_id,forecast_step,forecast_ET
97,1,46.092861251691644
97,2,87.63706503486553
97,3,124.48505532974983
97,4,29.980890652914553
97,5,46.45492692450088
97,6,87.99913070767477
97,7,124.84712100255906
97,8,30.34295632572379
97,9,46.81699259731012
97,10,88.361196380484
97,11,125.2091866753683
97,12,30.705021998533027
98,1,39.65581529326511
98,2,74.75984916931579
98,3,105.92604438596558
98,4,23.565972380999398
98,5,39.89245964186848
98,6,74.99649351791915
98,7,106.16268873456896
98,8,23.802616729602768
98,9,40.12910399047185
98,10,75.23313786652253
98,11,106.39933308317234
98,12,24.039261078206138
99,1,39.99356285508405
99,2,77.5933419949141
99,3,108.47376165692569
99,4,23.113488949902518
99,5,40.355165990948564
99,6,77.95494513077861
99,7,108.83536479279019
99,8,23.47509208576703
99,9,40.71676912681307
99,10,78.31654826664311
99,11,109.19696792865471
99,12,23.836695221631537
100,1,44.50822603929977
100,2,84.85383694953651
100,3,120.80254209530963
100,4,28.114349278420654
100,5,44.94097965701128
100,6,85.28659056724803
100,7,121.23529571302115
100,8,28.547102896132166
100,9,45.373733274722795
100,10,85.71934418495954
100,11,121.66804933073266
100,12,28.97985651384368
101,1,40.51463707513305
101,2,78.59456322426676
101,3,110.61494095191462
101,4,23.775048738930778
101,5,40.85863164893409
101,6,78.9385577980678
101,7,110.95893552571566
101,8,24.11904331273182
101,9,41.202626222735134
101,10,79.28255237186885
101,11,111.3029300995167
101,12,24.46303788653286
102,1,36.33585137385412
102,2,58.874670850602755
102,3,77.40350345113212
102,4,17.91385223436839
102,5,36.275864897682226
102,6,58.81468437443086
102,7,77.34351697496022
102,8,17.85386575819649
102,9,36.215878421510325
102,10,58.75469789825897
102,11,77.28353049878834
102,12,17.793879282024598
103,1,36.21381241744608
103,2,64.0086520017746
103,3,90.29827416086451
103,4,20.107842830722767
103,5,35.729061648159615
103,6,63.523901232488136
103,7,89.81352339157803
103,8,19.623092061436303
103,9,35.24431087887314
103,10,63.039150463201665
103,11,89.32877262229158
103,12,19.138341292149832
104,1,40.46623848863945
104,2,69.25254693035721
104,3,99.11585013379789
104,4,26.92279301419464
104,5,40.27772588796556
104,6,69.06403432968332
104,7,98.92733753312402
104,8,26.73428041352075
104,9,40.08921328729167
104,10,68.87552172900944
104,11,98.73882493245013
104,12,26.54576781284687
105,1,37.3764649888133
105,2,67.09288321461881
105,3,92.56966119038182
105,4,24.273671246427586
105,5,37.25501300610287
105,6,66.97143123190838
105,7,92.4482092076714
105,8,24.15221926371716
105,9,37.133561023392446
105,10,66.84997924919796
105,11,92.32675722496097
105,12,24.030767281006735
106,1,43.009627830623415
106,2,68.64639290297538
106,3,94.97645213830313
106,4,29.236339318462367
106,5,43.05319450587382
106,6,68.68995957822577
106,7,95.02001881355355
106,8,29.279905993712763
106,9,43.09676118112422
106,10,68.73352625347617
106,11,95.06358548880394
106,12,29.323472668963166
107,1,35.30648614337604
107,2,58.90698353298645
107,3,78.14418486314324
107,4,23.22741923516815
107,5,35.31315272530436
107,6,58.91365011491477
107,7,78.15085144507155
107,8,23.23408581709647
107,9,35.31981930723268
107,10,58.920316696843095
107,11,78.15751802699988
107,12,23.240752399024785
108,1,48.11545417651828
108,2,72.34945373212403
108,3,95.99087658635082
108,4,33.102943979571705
108,5,48.32144106168326
108,6,72.55544061728901
108,7,96.1968634715158
108,8,33.30893086473669
108,9,48.52742794684825
108,10,72.761427502454
108,11,96.40285035668079
108,12,33.51491774990167
109,1,46.33284621415769
109,2,68.84999328419082
109,3,90.51855685994953
109,4,28.967132850805516
109,5,46.3753725329356
109,6,68.89251960296873
109,7,90.56108317872743
109,8,29.009659169583426
109,9,46.41789885171351
109,10,68.93504592174664
109,11,90.60360949750533
109,12,29.052185488361335
110,1,42.37574103171192
110,2,63.68263753207572
110,3,85.48667522367303
110,4,25.606931109141716
110,5,42.463486222647894
110,6,63.77038272301169
110,7,85.574420414609
110,8,25.694676300077685
110,9,42.551231413583864
110,10,63.85812791394766
110,11,85.66216560554497
110,12,25.78242149101366
